"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"TRANSPORTES ARNOLDO OCAMPO, S. A.","3-101-224235","436","HEREDIA – SAN PABLO – SAN ISIDRO DE HEREDIA Y VICEVERSA // SAN ISIDRO DE HEREDIA / SAN JOSE * PISTA Y VICEVERSA, CONCEPCIÓN DE SAN RAFAEL / SAN ISIDRO DE HEREDIA / SAN JOSE POR LOS ANGELES Y VICEVERSA,// HEREDIA – SAN RAFAEL – MONTE DE LA CRUZ – CONCEPCIÓN – SAN ISIDRO Y VICEVERSA","R2177","","1","2021","","","1342","15564","254","4768525"
"TRANSPORTES ARNOLDO OCAMPO, S. A.","3-101-224235","436","HEREDIA – SAN PABLO – SAN ISIDRO DE HEREDIA Y VICEVERSA // SAN ISIDRO DE HEREDIA / SAN JOSE * PISTA Y VICEVERSA, CONCEPCIÓN DE SAN RAFAEL / SAN ISIDRO DE HEREDIA / SAN JOSE POR LOS ANGELES Y VICEVERSA,// HEREDIA – SAN RAFAEL – MONTE DE LA CRUZ – CONCEPCIÓN – SAN ISIDRO Y VICEVERSA","R2178","","1","2021","","","1456","35995","497","10048315"
"TRANSPORTES BARRIO SAN JOSE, LIMITADA","3-102-016134","220","ALAJUELA-Bº SAN JOSE Y RAMALES","R0594","ALAJUELA-Bº SAN JOSE Y RAMALES","1","2021","","","8364","81467","4683","16813690"
"TRANSPORTES BARVEÑOS, LIMITADA","3-102-032885","422","HEREDIA-BARVA CENTRO, HEREDIA-LOTES PERALTA-EL BENEFICIO-SANTA LUCIA DE BARVA, HEREDIA-URBANIZACION SAN BARTOLOME-ESCUELA LOURDES-CALLE EL TRIUNFO-BARVA, HEREDIA-BARVA LA ARMONIA, HEREDIA-SANTA LUCIA-EL QUEBRADOR","R1222","HEREDIA-BARVA CENTRO Y VICEVERSA","1","2021","","","3817","58071","1416","11904555"
"TRANSPORTES BARVEÑOS, LIMITADA","3-102-032885","422","HEREDIA-BARVA CENTRO, HEREDIA-LOTES PERALTA-EL BENEFICIO-SANTA LUCIA DE BARVA, HEREDIA-URBANIZACION SAN BARTOLOME-ESCUELA LOURDES-CALLE EL TRIUNFO-BARVA, HEREDIA-BARVA LA ARMONIA, HEREDIA-SANTA LUCIA-EL QUEBRADOR","R2155","","1","2021","","","85","2763","156","566415"
"TRANSPORTES BARVEÑOS, LIMITADA","3-102-032885","422","HEREDIA-BARVA CENTRO, HEREDIA-LOTES PERALTA-EL BENEFICIO-SANTA LUCIA DE BARVA, HEREDIA-URBANIZACION SAN BARTOLOME-ESCUELA LOURDES-CALLE EL TRIUNFO-BARVA, HEREDIA-BARVA LA ARMONIA, HEREDIA-SANTA LUCIA-EL QUEBRADOR","R2158","HEREDIA-BARVA-LA ARMONÍA (ANILLO)","1","2021","","","621","16990","410","3482950"
"TRANSPORTES BENAVIDES ACUÑA, S.A.","3-101-225502","256","NARANJO-CEMENTERIO-DULCE NOMBRE-PUENTE PILAS-EL LLANO-EL ROSARIO-LOS VARGAS-PERALTA Y VICEVERSA","R2374","NARANJO-CEMENTERIO-DULCE NOMBRE-PUENTE PILAS-EL LLANO-EL ROSARIO-LOS VARGAS-PERALTA Y VICEVERSA","1","2021","","","1328","10760","288","3819560"
"TRANSPORTES BENAVIDES ACUÑA, S.A.","3-101-225502","259","NARANJO-SAN JUANILLO-SAN JUAN-CAÑUELA Y VICEVERSA","R2375","NARANJO-SAN JUANILLO-SAN JUAN-CAÑUELA Y VICEVERSA","1","2021","","","1156","7209","238","2847780"
"TRANSPORTES BLANCO Y HERNANDEZ S.A.","3-101-120745","665","QUEPOS-HATILLO VIEJO-DOMINICAL-LA UVITA","R1679","QUEPOS-UVITA-BAHIA","1","2021","","","495","5008","124","5061885"
"TRANSPORTES BLANCO Y HERNANDEZ S.A.","3-101-120745","665","QUEPOS-HATILLO VIEJO-DOMINICAL-LA UVITA","R1681","EXT QUEPOS-SANTO DOMINGO","1","2021","","","2","1284","25","929955"
"TRANSPORTES BLANCO, S.A.","3-101-068536","610","SAN ISIDRO DE EL GENERAL – DOMINICAL – QUEPOS – CIUDAD CORTES - SAN JUAN Y VICEVERSA","R0422","SAN ISIDRO DE EL GENERAL-SAN JUAN","1","2021","","","64","807","8","435780"
"TRANSPORTES BLANCO, S.A.","3-101-068536","610","SAN ISIDRO DE EL GENERAL – DOMINICAL – QUEPOS – CIUDAD CORTES - SAN JUAN Y VICEVERSA","R0423","SAN ISIDRO DE EL GENERAL–DOMINICAL–QUEPOS","1","2021","","","313","4263","93","11360895"
"TRANSPORTES BLANCO, S.A.","3-101-068536","610","SAN ISIDRO DE EL GENERAL – DOMINICAL – QUEPOS – CIUDAD CORTES - SAN JUAN Y VICEVERSA","R2379","SAN ISIDRO DE EL GENERAL-DOMINICAL-CIUDAD CORTÉS","1","2021","","","300","3720","31","7402800"
"TRANSPORTES BLANCO, S.A.","3-101-068536","642","QUEPOS-NARANJITO-LONDRES-VILLANUEVA-HOSPITAL NUEVO Y VICEVERSA","R1625","QUEPOS-LONDRES ARRIBA","1","2021","","","494","6639","60","5377590"
"TRANSPORTES BLANCO, S.A.","3-101-068536","642","QUEPOS-NARANJITO-LONDRES-VILLANUEVA-HOSPITAL NUEVO Y VICEVERSA","R1626","QUEPOS-HOSPITAL NUEVO","1","2021","","","638","8244","276","3132720"
"TRANSPORTES CABO VELAS, S.A.","3-101-359852","534","SANTA CRUZ- TAMARINDO- MATAPALO Y VICEVERSA","R1475","SANTA CRUZ-MATAPALO","1","2021","","","218","3909","82","4777025"
"TRANSPORTES CABO VELAS, S.A.","3-101-359852","534","SANTA CRUZ- TAMARINDO- MATAPALO Y VICEVERSA","R1476","SANTA CRUZ-HUACAS","1","2021","","","60","1230","46.5","1484790"
"TRANSPORTES CABO VELAS, S.A.","3-101-359852","534","SANTA CRUZ- TAMARINDO- MATAPALO Y VICEVERSA","R1477","SANTA CRUZ-27 DE ABRIL-SANTA ROSA","1","2021","","","76","879","26","907600"
"TRANSPORTES CABO VELAS, S.A.","3-101-359852","534","SANTA CRUZ- TAMARINDO- MATAPALO Y VICEVERSA","R1478","SANTA CRUZ-TAMARINDO","1","2021","","","137","4126","62","4208315"
"TRANSPORTES CABO VELAS, S.A.","3-101-359852","534","SANTA CRUZ- TAMARINDO- MATAPALO Y VICEVERSA","R2038","SANTA CRUZ-LANGOSTA","1","2021","","","90","1986","62","2464665"
"TRANSPORTES CAÑAS RUTA 501, E.I.R.L.","3-105-012718","501A","SAN JOSE-SANTA CECILIA POR LIBERIA Y SANTA CECILIA-UPALA","R1329","SAN JOSE-SANTA CECILIA DE UPALA x LIBERIA","1","2021","","","116","6247","91","27361860"
"TRANSPORTES CHEMO, S.A.","3-101-374165","511","JICARAL-BEJUCO","R1412","BEJUCO-JICARAL-PLAYA NARANJO","1","2021","","","482","755","136","1200000"
"TRANSPORTES CHEMO, S.A.","3-101-374165","511","JICARAL-BEJUCO","R1415","NICOYA-NANDAYURE-JICARAL-PLAYA NARANJO","1","2021","","","925","1998","236","3155000"
"TRANSPORTES COBANO, S.A.","3-101-409341","631","RIO NEGRO-COBANO-TAMBOR-PAQUERA-EL RELLENO","R1595","RIO NEGRO-EL RELLENO","1","2021","","","32","2134","201.5","3910000"
"TRANSPORTES COBANO, S.A.","3-101-409341","631 A","SAN JOSE-PAQUERA-COBANO-TAMBOR-MAL PAIS-MONTEZUMA","R1596","SAN JOSE-PAQUERA-COBANO-TAMBOR-MAL PAIS-MONTEZUMA","1","2021","","","18","867","31","1288750"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1541","SAN JOSE-BUENOS AIRES-PASO CANOAS (SERVICIO REGULAR POR CERRO)","1","2021","","","781","16151","294","136824835"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1543","SAN JOSE-BUENOS AIRES-GOLFITO (SERVICIO REGULAR POR CERRO)","1","2021","","","228","3769","67","30434070"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1544","SAN JOSE-BUENOS AIRES-CIUDAD CORTES (SERVICIO REGULAR POR CERRO)","1","2021","","","73","1596","32","10610770"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1545","SAN ISIDRO DE EL GENERAL-BUENOS AIRES-SAN VITO-COPA BUENA","1","2021","","","122","1532","62","7303315"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1546","SAN ISIDRO DE EL GENERAL-BUENOS AIRES-CIUDAD NEILY","1","2021","","","303","3451","124","16477700"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","601","SAN ISIDRO DE EL GRAL-CIUDAD NEILY","R1548","SAN JOSE-BUENOS AIRES-SAN VITO-COPA BUENA POR PASO REAL (SERVICIO REGULAR POR CERRO)","1","2021","","","322","6849","118","53715215"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","613","SAN JOSE-QUEPOS x CARRETERA COSTANERA","R1564","SAN JOSE-PARRITA-QUEPOS POR PURISCAL","1","2021","","","83","895","31","4150975"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","613","SAN JOSE-QUEPOS x CARRETERA COSTANERA","R1565","SAN JOSE-QUEPOS POR CARRETERA COSTANERA","1","2021","","","38","826","31","3828515"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","613","SAN JOSE-QUEPOS x CARRETERA COSTANERA","R1566","SAN JOSE-QUEPOS-MANUEL ANTONIO","1","2021","","","355","13747","230","68311420"
"TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)","3-102-009189","639","SAN JOSE-DOMINICAL-UVITA x COSTANERA SUR","R1619","SAN JOSE-QUEPOS-DOMINICAL-UVITA POR COSTANERA","1","2021","","","","98","31","560200"
"TRANSPORTES CUBERO BONILLA DE CIRRI, LIMITADA.","3-102-174586","257","NARANJO-CIRRI-LA ISLA-LOURDES-CALLE SOLIS-SAN ANTONIO DE BARRANCA-SAN RAFAEL-EL NARANJAL-SAN JERONIMO-EL ROBLE Y VICEVERSA","R0770","NARANJO-CIRRI-LA ISLA-LOURDES","1","2021","","","717","11191","643.5","4716935"
"TRANSPORTES CUBERO BONILLA DE CIRRI, LIMITADA.","3-102-174586","257","NARANJO-CIRRI-LA ISLA-LOURDES-CALLE SOLIS-SAN ANTONIO DE BARRANCA-SAN RAFAEL-EL NARANJAL-SAN JERONIMO-EL ROBLE Y VICEVERSA","R0771","NARANJO-SAN RAFAEL-URBANIZACIÓN EL NARANJAL","1","2021","","","594","9413","508.5","2540455"
"TRANSPORTES CUBERO BONILLA DE CIRRI, LIMITADA.","3-102-174586","257","NARANJO-CIRRI-LA ISLA-LOURDES-CALLE SOLIS-SAN ANTONIO DE BARRANCA-SAN RAFAEL-EL NARANJAL-SAN JERONIMO-EL ROBLE Y VICEVERSA","R0904","NARANJO-SAN JERONIMO-LOS ROBLES","1","2021","","","1396","23275","961","7237940"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1855","LIMON-VILLA DEL MAR","1","2021","","","1938","23417","460","9835140"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1856","GUAPILES-LOS SAUCES","1","2021","","","128","1708","230","717360"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1857","SIQUIRRES-LIMON(SERVICIO REGULAR)","1","2021","","","2755","37287","290.5","33670155"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1858","LIMON-BATAAN POR MATINA","1","2021","","","841","11817","147","11001640"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1860","LIMON-CORINA","1","2021","","","","","",""
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1864","LIMON-SABORIO","1","2021","","","163","2114","54","1993500"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1866","LIMON-BLANCO-LAS BRISAS","1","2021","","","214","2584","81","2664105"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1867","LIMON-LIMON 2000","1","2021","","","3163","41356","696","21918680"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1869","LIMON-28 MILLAS POR LA LOLA POR MATINA Y DAVAO","1","2021","","","586","7348","58","7450855"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1871","GUAPILES-SAN LUIS-ANITA GRANDE","1","2021","","","196","2976","46","1601095"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1872","GUAPILES-JIMENEZ","1","2021","","","","","",""
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1873","BATAN-SANTA MARTA","1","2021","","","167","2142","54","899640"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1874","GUAPILES-LIMON (SERVICIO EXPRESO)","1","2021","","","961","12700","220.5","39306500"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1875","GUAPILES-SIQUIRRES (SERVICIO REGULAR)","1","2021","","","5098","67382","391","50334350"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1876","GUAPILES-BELLAVISTA-LA LEONA","1","2021","","","72","1137","46","602610"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1877","GUAPILES-GUACIMO POR CALLE VIEJA","1","2021","","","258","3811","57.5","1905500"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1878","GUAPILES-SUERRES","1","2021","","","145","2123","69","919255"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1879","GUAPILES-SAN MARTIN","1","2021","","","351","4944","305","1903440"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R1961","POCORA-LA ARGENTINA","1","2021","","","","","",""
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2135","LIMON-PORTETE-MOIN","1","2021","","","32","436","155","183120"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2136","GUAPILES-TORO AMARILLO","1","2021","","","322","4012","230","1685040"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2137","GUAPILES-URBANIZACION LA EMILIA","1","2021","","","50","680","230","261800"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2138","GUAPILES-LIMON (SERVICIO REGULAR)","1","2021","","","665","8377","62","8670195"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2139","GUAPILES-SIQUIRRES (SERVICIO EXPRESO)","1","2021","","","","","",""
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2140","GUAPILES-GUACIMO POR PISTA","1","2021","","","1078","14480","289","7240000"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2141","LIMON-BATAAN POR BARBILLA Y DAVAO","1","2021","","","392","5132","143","4777895"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2142","LIMON-ZENT-ESTRADA","1","2021","","","185","2237","54","2639660"
"TRANSPORTES DEL ATLANTICO CARIBEÑO, S.A.(TRACASA)","3-101-135260","736","GUAPILES-LIMON.SIQUIRRES-LIMON-ESPABEL-GUAPILES-LEONA-GUACIMO-JIMENEZ-URBANIZACION EMILIA-SAUCES-TORO AMARILLO-ANITA GRANDE-SUERRES-B.SAN MARTIN. LIMON-28MILLAS-BATAN-CORINA-ESTRADA-BRISAS-SABORIO-VILLA DEL MAR-LIMON 2000.BATAN-SANTA MARTA","R2143","SIQUIRRES-LIMON(SERVICIO EXPRESO)","1","2021","","","","","",""
